itemID,item,type,category,choices,definition,gloss,uni_lemma,item_id,original_category
item_705,item_705,word,helping_verbs,understands; produces,était,,,item_464,Auxiliaires
item_706,item_706,word,household,understands; produces,panier,,,item_506,Petits objets ménagers
item_707,item_707,word,household,understands; produces,seau,,,item_507,Petits objets ménagers
item_708,item_708,word,household,understands; produces,ordures,,,item_509,Petits objets ménagers
item_709,item_709,word,household,understands; produces,pot,,,item_510,Petits objets ménagers
item_710,item_710,word,household,understands; produces,couteau,,,item_511,Petits objets ménagers
item_711,item_711,word,household,understands; produces,serpillière,,,item_512,Petits objets ménagers
item_712,item_712,word,household,understands; produces,clou,,,item_513,Petits objets ménagers
item_713,item_713,word,household,understands; produces,serviette de table,,,item_514,Petits objets ménagers
item_714,item_714,word,household,understands; produces,cassette,,,item_515,Petits objets ménagers
item_715,item_715,word,household,understands; produces,mouchoir,,,item_516,Petits objets ménagers
item_716,item_716,word,household,understands; produces,plateau,,,item_517,Petits objets ménagers
item_717,item_717,word,household,understands; produces,trotteur,,,item_518,Petits objets ménagers
item_718,item_718,word,household,understands; produces,coussins,,,item_519,Petits objets ménagers
item_719,item_719,word,household,understands; produces,sac,,,item_520,Petits objets ménagers
item_720,item_720,word,descriptive_words,understands; produces,être réveillé,,,item_559,Mots descriptifs
item_721,item_721,word,descriptive_words,understands; produces,mieux,,,item_560,Mots descriptifs
item_722,item_722,word,descriptive_words,understands; produces,noir,,,item_561,Mots descriptifs
item_723,item_723,word,descriptive_words,understands; produces,marron,,,item_562,Mots descriptifs
item_724,item_724,word,descriptive_words,understands; produces,premier/ère,,,item_563,Mots descriptifs
item_725,item_725,word,descriptive_words,understands; produces,plein/ne,,,item_564,Mots descriptifs
item_726,item_726,word,descriptive_words,understands; produces,vert/e,,,item_565,Mots descriptifs
item_727,item_727,word,descriptive_words,understands; produces,lourd/e,,,item_566,Mots descriptifs
item_728,item_728,word,descriptive_words,understands; produces,haut/e,,,item_567,Mots descriptifs
item_729,item_729,word,descriptive_words,understands; produces,dernier/e,,,item_568,Mots descriptifs
item_730,item_730,word,descriptive_words,understands; produces,long/ue,,,item_569,Mots descriptifs
item_731,item_731,word,descriptive_words,understands; produces,fort/e,,,item_570,Mots descriptifs
item_732,item_732,word,descriptive_words,understands; produces,fou/folle,,,item_571,Mots descriptifs
item_733,item_733,word,descriptive_words,understands; produces,neuf/ve,,,item_572,Mots descriptifs
item_734,item_734,word,descriptive_words,understands; produces,bruyant/e,,,item_573,Mots descriptifs
item_735,item_735,word,descriptive_words,understands; produces,orange,,,item_574,Mots descriptifs
item_736,item_736,word,descriptive_words,understands; produces,tranquille,,,item_575,Mots descriptifs
item_737,item_737,word,descriptive_words,understands; produces,triste,,,item_576,Mots descriptifs
item_738,item_738,word,descriptive_words,understands; produces,lent/e,,,item_577,Mots descriptifs
item_739,item_739,word,descriptive_words,understands; produces,collant/e,,,item_579,Mots descriptifs
item_740,item_740,word,descriptive_words,understands; produces,minuscule,,,item_580,Mots descriptifs
item_741,item_741,word,descriptive_words,understands; produces,blanc/he,,,item_581,Mots descriptifs
item_742,item_742,word,descriptive_words,understands; produces,venteux,,,item_582,Mots descriptifs
item_743,item_743,word,descriptive_words,understands; produces,jaune,,,item_583,Mots descriptifs
item_744,item_744,word,descriptive_words,understands; produces,coquin/e,,,item_584,Mots descriptifs
item_745,item_745,word,descriptive_words,understands; produces,coincé,,,item_585,Mots descriptifs
item_746,item_746,word,action_words,understands; produces,finir recevoir,,,item_601,Mots d'action
item_747,item_747,word,action_words,understands; produces,donner aller,,,item_602,Mots d'action
item_748,item_748,word,action_words,understands; produces,construire,,,item_636,Mots d'action
item_749,item_749,word,action_words,understands; produces,acheter,,,item_637,Mots d'action
item_750,item_750,word,action_words,understands; produces,porter,,,item_638,Mots d'action
item_751,item_751,word,action_words,understands; produces,attraper,,,item_639,Mots d'action
item_752,item_752,word,action_words,understands; produces,courir après,,,item_640,Mots d'action
item_753,item_753,word,action_words,understands; produces,faire bravo,,,item_641,Mots d'action
item_754,item_754,word,action_words,understands; produces,sécher,,,item_642,Mots d'action
item_755,item_755,word,action_words,understands; produces,déposer,,,item_643,Mots d'action
item_756,item_756,word,action_words,understands; produces,trouver,,,item_644,Mots d'action
item_757,item_757,word,action_words,understands; produces,aller bien avec,,,item_645,Mots d'action
item_758,item_758,word,action_words,understands; produces,réparer,,,item_646,Mots d'action
item_759,item_759,word,action_words,understands; produces,détester,,,item_647,Mots d'action
item_760,item_760,word,action_words,understands; produces,avoir,,,item_648,Mots d'action
item_761,item_761,word,action_words,understands; produces,entendre,,,item_649,Mots d'action
item_762,item_762,word,action_words,understands; produces,cacher,,,item_650,Mots d'action
item_763,item_763,word,action_words,understands; produces,tenir,,,item_651,Mots d'action
item_764,item_764,word,action_words,understands; produces,couper,,,item_652,Mots d'action
item_765,item_765,word,action_words,understands; produces,frapper à la porte,,,item_653,Mots d'action
item_766,item_766,word,action_words,understands; produces,lécher,,,item_654,Mots d'action
item_767,item_767,word,action_words,understands; produces,aimer bien,,,item_655,Mots d'action
item_768,item_768,word,action_words,understands; produces,écouter,,,item_656,Mots d'action
item_769,item_769,word,action_words,understands; produces,faire,,,item_657,Mots d'action
item_770,item_770,word,action_words,understands; produces,ramasser,,,item_658,Mots d'action
item_771,item_771,word,action_words,understands; produces,faire de la peinture,,,item_659,Mots d'action
item_772,item_772,word,action_words,understands; produces,renverser,,,item_660,Mots d'action
item_773,item_773,word,action_words,understands; produces,verser,,,item_661,Mots d'action
item_774,item_774,word,action_words,understands; produces,faire semblant,,,item_662,Mots d'action
item_775,item_775,word,action_words,understands; produces,goutter,,,item_663,Mots d'action
item_776,item_776,word,action_words,understands; produces,déchirer,,,item_664,Mots d'action
item_777,item_777,word,action_words,understands; produces,secouer,,,item_665,Mots d'action
item_778,item_778,word,action_words,understands; produces,partager,,,item_666,Mots d'action
item_779,item_779,word,action_words,understands; produces,s'asseoir,,,item_667,Mots d'action
item_780,item_780,word,action_words,understands; produces,faire du patin,,,item_668,Mots d'action
item_781,item_781,word,action_words,understands; produces,glisser,,,item_669,Mots d'action
item_782,item_782,word,action_words,understands; produces,travailler,,,item_670,Mots d'action
item_783,item_783,word,action_words,understands; produces,souhaiter,,,item_671,Mots d'action
item_784,item_784,word,action_words,understands; produces,être debout,,,item_672,Mots d'action
item_785,item_785,word,action_words,understands; produces,rester,,,item_673,Mots d'action
item_786,item_786,word,action_words,understands; produces,balayer,,,item_674,Mots d'action
item_787,item_787,word,action_words,understands; produces,parler,,,item_675,Mots d'action
item_788,item_788,word,action_words,understands; produces,goûter,,,item_676,Mots d'action
item_789,item_789,word,action_words,understands; produces,arracher,,,item_677,Mots d'action
item_790,item_790,word,action_words,understands; produces,penser,,,item_678,Mots d'action
item_791,item_791,word,action_words,understands; produces,attendre,,,item_679,Mots d'action
item_792,item_792,word,action_words,understands; produces,se réveiller,,,item_680,Mots d'action
item_793,item_793,word,action_words,understands; produces,couvrir,,,item_681,Mots d'action
item_794,item_794,word,action_words,understands; produces,grimper,,,item_682,Mots d'action
item_795,item_795,word,action_words,understands; produces,cuisiner,,,item_683,Mots d'action
