"id","corpora","itemid","native","translation","ingroup"
"5218","11","eistiti","čistiti","clean","202"
"5219","11","eitati","čitati","read","202"
"5220","11","euti","čuti","hear","202"
"5221","11","Dati","dati","give","202"
"5222","11","Dignuti","dignuti","pick","202"
"5223","11","Dirati","dirati","touch","202"
"5224","11","Dobiti","dobiti","get","202"
"5225","11","Donijeti","donijeti","bring","202"
"5226","11","Dr_zati","držati","hold","202"
"5227","11","Gledati","gledati","watch","202"
"5228","11","Govoriti","govoriti","talk","202"
"5229","11","Gristi","gristi","bite","202"
"5230","11","Gurati","gurati","push","202"
"5231","11","Hodati","hodati","walk","202"
"5232","11","Hraniti","hraniti","feed","202"
"5233","11","Htjeti","htjeti","want","202"
"5234","11","IAEi","ići","go","202"
"5235","11","Igratise","igrati se ","play","202"
"5236","11","Imati","imati","have","202"
"5237","11","Ispustiti","ispustiti","drop","202"
"5238","11","Jahati","jahati","ride","202"
"5239","11","Jesti","jesti","eat","202"
"5240","11","Kazati","kazati","say","202"
"5241","11","Klizati","klizati","slide","202"
"5242","11","Kucati","kucati","knock","202"
"5243","11","Kuhati","kuhati","cook","202"
"5244","11","XXXKupiti","kupiti","buy","202"
"5245","11","Ku_sati","kušati","taste","202"
"5246","11","Lizati","lizati","lick","202"
"5247","11","Loviti","loviti","catch","202"
"5248","11","Ljuljatise","ljuljati se","swing","202"
"5249","11","Mahati","mahati","wave","202"
"5250","11","Maziti","maziti","cuddle","202"
"5251","11","Mesti","mesti","wipe","202"
"5252","11","Misliti","misliti","think","202"
"5253","11","NaAEi","naći","find","202"
"5254","11","Napraviti","napraviti","build","202"
"5255","11","Nositi","nositi","carry","202"
"5256","11","Ostati","ostati","stay","202"
"5257","11","Otvoriti","otvoriti","open","202"
"5258","11","Pasti","pasti","fall","202"
"5259","11","Paziti","paziti","look out","202"
"5260","11","Pisati","pisati","write","202"
"5261","11","Piti","piti","drink","202"
"5262","11","Pjevati","pjevati","sing","202"
"5263","11","Plakati","plakati","cry","202"
"5264","11","Plesati","plesati","dance","202"
"5265","11","Plivati","plivati","swim","202"
"5266","11","Pljeskati","pljeskati","clap","202"
"5267","11","Poderati","poderati","tear","202"
"5268","11","Pokazati","pokazati","show","202"
"5269","11","Pokriti","pokriti","cover","202"
"5270","11","Poljubiti","poljubiti","kiss","202"
"5271","11","PomoAEi","pomoći","help","202"
"5272","11","Popeti","popeti","climb","202"
"5273","11","Popraviti","popraviti","fix","202"
"5274","11","Prati","prati","wash","202"
"5275","11","Praviti","praviti","make","202"
"5276","11","Pravitise","praviti se","pretend","202"
"5277","11","Prestati","prestati","stop","202"
"5278","11","Proliti","proliti","spill","202"
"5279","11","Prskati","prskati","splash","202"
"5280","11","Puhati","puhati","blow","202"
"5281","11","Raditi","raditi","work","202"
"5282","11","Razbiti","razbiti","break","202"
"5283","11","ReAEi","reći","say","202"
"5284","11","Rezati","rezati","cut","202"
"5285","11","Sakriti","sakriti","hide","202"
"5286","11","Sjediti","sjediti","sit","202"
"5287","11","Skoeiti","skočiti","jump","202"
"5288","11","Slomiti","slomiti","break","202"
"5289","11","Slu_sati","slušati","listen","202"
"5290","11","Smijatise","smijati se","smile","202"
"5291","11","Spavati","spavati","sleep","202"
"5292","11","Spu_stati","spuštati","lower","202"
"5293","11","Stajati","stajati","stand","202"
"5294","11","Stati","stati","stop","202"
"5295","11","Staviti","staviti","put","202"
"5296","11","Su_siti","sušiti","dry","202"
"5297","11","SviEDatise","sviđati se ","like","202"
"5298","11","_skakljati","škakljati","tickle","202"
"5299","11","_sutnuti","šutnuti","kick","202"
"5300","11","Toeiti","točiti","pour","202"
"5301","11","Treati","trčati","run","202"
"5302","11","Tresti","tresti","shake","202"
"5303","11","Trgati","trgati","tear","202"
"5304","11","TuAEi","tući","beat","202"
"5305","11","Udaritise","udariti se ","bump","202"
"5306","11","Uzeti","uzeti","take","202"
"5307","11","Vidjeti","vidjeti","see","202"
"5308","11","Voljeti","voljeti","love","202"
"5309","11","Voziti","voziti","drive","202"
"5310","11","VuAEi","vući","pull","202"
"5311","11","Zagrliti","zagrliti","hug","202"
"5312","11","Zatvoriti","zatvoriti","close","202"
"5313","11","uriti","žuriti","hurry","202"
"5314","11","Bijela","bijela","white","203"
"5315","11","Bolestan","bolestan","sick","203"
"5316","11","Boli","boli","hurt","203"
"5317","11","Bolje","bolje","better","203"
"5318","11","Brzo","brzo","fast","203"
"5319","11","Budan","budan","awake","203"
"5320","11","Crna","crn","black","203"
"5321","11","Crvena","crvena","red","203"
"5322","11","eisto","čist(o)","clean","203"
"5323","11","Dobro","dobro","good","203"
"5324","11","Dugo","dug(o)","long","203"
"5325","11","Fino","fino","fine","203"
"5326","11","Fuj","fuj","yucky","203"
"5327","11","Gladan","gladan","hungry","203"
"5328","11","Glasno","glasno","loud","203"
"5329","11","Gotovo","gotovo","over","203"
"5330","11","Hladno","hladno","cold","203"
"5331","11","Jadan","jadan","lame","203"
"5332","11","Krasno","krasno","nice","203"
"5333","11","Lijepo","lijep(o)","pretty","203"
"5334","11","Ljuto","ljut(o)","angry","203"
"5335","11","Malo","mal(o)","tiny","203"
"5336","11","Mekano","mekan(o)","soft","203"
"5337","11","Mokro","mokro","wet","203"
"5338","11","Mrak","mrak","dark","203"
"5339","11","Naraneasta","narančasta","orange","203"
"5340","11","Nemavi_se","nema više","allgone","203"
"5341","11","Novo","nov(o)","new","203"
"5342","11","Nje_zno","nježno","gentle","203"
"5343","11","Pa_zljivo","pažljiv(o)","careful","203"
"5344","11","Plava","plava","blue","203"
"5345","11","Polako","polako","slow","203"
"5346","11","Pospano","pospan(o)","sleepy","203"
"5347","11","Potrgano","potrgan(o)","broken","203"
"5348","11","Prazno","prazno","empty","203"
"5349","11","Prljavo","prljav(o)","dirty","203"
"5350","11","Prvi","prvi","first","203"
"5351","11","Puno","pun(o)","full","203"
"5352","11","Pu_se","puše","windy","203"
"5353","11","Ru_zno","ružno","ugly","203"
"5354","11","Slomljeno","slomljen(o)","broken","203"
"5355","11","SmeEDa","smeđe","brown","203"
"5356","11","Spava","spava","sleeps","203"
"5357","11","Sretan","sretan","happy","203"
"5358","11","Staro","staro","old","203"
"5359","11","Suho","suho","dry","203"
"5360","11","Te_sko","teško","heavy","203"
"5361","11","Tihoo","tih(o)","quiet","203"
"5362","11","Toplo","toplo","warm","203"
"5363","11","Tu_zan","tužan","sad","203"
"5364","11","Tvrdoo","tvrd(o)","hard","203"
"5365","11","Umoran","umoran","tired","203"
"5366","11","Upla_seno","uplašen(o)","scared","203"
"5367","11","Veliko","velik(o)","big","203"
"5368","11","Visoko","visok(o)","high","203"
"5369","11","VruAEe","vruće","hot","203"
"5370","11","Zadnje","zadnje","last","203"
"5371","11","Zelena","zelena","green","203"
"5372","11","Zgodno","zgodno","cute","203"
"5373","11","Zima","zima","cold","203"
"5374","11","Zloeesto","zločesto","naughty","203"
"5375","11","uta","žuta","yellow","203"
"5376","11","edan","žedan","thirsty","203"
"5377","11","Dan","dan","day","204"
"5378","11","Danas","danas","today","204"
"5379","11","Jueer","jučer","yesterday","204"
"5380","11","Jutro","jutro","morning","204"
"5381","11","Kasnije","kasnije","later","204"
"5382","11","NoAE","noć","night","204"
"5383","11","Poslije","poslije","after","204"
"5384","11","Prije","prije","before","204"
"5385","11","Sada","sada","now","204"
"5386","11","Sati","sati","hours","204"
"5387","11","Sutra","sutra","tomorrow","204"
"5388","11","Veeeras","večeras","tonight","204"
"5389","11","Ja","ja","I","205"
"5390","11","Meneme","mene/me","me","205"
"5391","11","Menimi","meni/mi","to me","205"
"5392","11","Mi2","mi","we","205"
"5393","11","Moj","moj","my","205"
"5394","11","Nama","nama","to us","205"
"5395","11","Nas","nas","us","205"
"5396","11","Na_s","naš","our","205"
"5397","11","Njeje","nje/je","her","205"
"5398","11","Njegaga","njega/ga","him","205"
"5399","11","Njegov","njegov","his","205"
"5400","11","Njemumu","njemu/mu","to him","205"
"5401","11","Njezin","njezin","hers","205"
"5402","11","Njihih","njih/ih","them","205"
"5403","11","Njihov","njihov","their","205"
"5404","11","Njimaim","njima/im","to them","205"
"5405","11","Njojjoj","njoj/joj","to her","205"
"5406","11","Njujuje","nju/ju/je","her","205"
"5407","11","On","on","he","205"
"5408","11","Ona","ona","she","205"
"5409","11","One","one","they (female)","205"
"5410","11","Oni","oni","they ","205"
"5411","11","Ono","ono","it","205"
"5412","11","Onoonajona","ono/onaj/ona","that","205"
"5413","11","Ovoovajova","ovo/ovaj/ova","this","205"
"5414","11","Oviove","ovi/ove","these","205"
"5415","11","Sebese","sebe/se","myself","205"
"5416","11","Svoj","svoj","her/his own","205"
"5417","11","Totajta","to/taj/ta","this","205"
"5418","11","Tebete","tebe/te","you","205"
"5419","11","Tebiti","tebi/ti","to you","205"
"5420","11","Ti","ti","you","205"
"5421","11","Tvoj","tvoj","your","205"
"5422","11","Gdje","gdje","where","206"
"5423","11","Kada","kada","when","206"
"5424","11","Kako","kako","how","206"
"5425","11","Koji","koji","which","206"
"5426","11","_sto","što","what","206"
"5427","11","Tko","tko","who","206"
"5428","11","Za_sto","zašto","why","206"
"5429","11","Blizu","blizu","close","207"
"5430","11","Dolje","dolje","down","207"
"5431","11","Gore","gore","up","207"
"5432","11","Ispod","ispod","under","207"
"5433","11","Ispred","ispred","in front of","207"
"5434","11","Iza","iza","behind","207"
"5435","11","Iznad","iznad","above","207"
"5436","11","Na","na","on","207"
"5437","11","Nazad","nazad","back","207"
"5438","11","Negdje","negdje","somewhere","207"
"5439","11","Nigdje","nigdje","nowhere","207"
"5440","11","O","o","about","207"
"5441","11","Od","od","from","207"
"5442","11","XXXOko","oko","around","207"
"5443","11","Otraga","otraga","behind","207"
"5444","11","Ovamo","ovamo","here","207"
"5445","11","Ovdje","ovdje","therein","207"
"5446","11","Pored","pored","beside","207"
"5447","11","Preko","preko","over","207"
"5448","11","S","s","with","207"
"5449","11","Tamo","tamo","there","207"
"5450","11","Tu2","tu","here","207"
"5451","11","Unutrau","unutra/u","in","207"
"5452","11","Uz","uz","by","207"
"5453","11","Vani","vani","outside","207"
"5454","11","Za","za","for","207"
"5455","11","Bilokoji","bilo koji","any","208"
"5456","11","Dosta","dosta","enough","208"
"5457","11","Drugidruga","drugi/druga","another","208"
"5458","11","Istiista","isti/ista","same","208"
"5459","11","Jako","jako","very","208"
"5460","11","Jo_s","još","more","208"
"5461","11","XXXMalo","malo","few","208"
"5462","11","Mnogo","mnogo","many/much/a lot","208"
"5463","11","Nekineka","neki/neka","some","208"
"5464","11","Ne_sto","nešto","something","208"
"5465","11","Ni_sta","ništa","nothing","208"
"5466","11","Opet","opet","again","208"
"5467","11","Previ_se","previše","too much","208"
"5468","11","XXXPuno","puno","a lot","208"
"5469","11","Svakisvaka","svaki/svaka","each/every","208"
"5470","11","Svesvi","sve/svi","all","208"
"5471","11","Vi_se","više","more","208"
"5472","11","Bih","bi(h)","would","209"
"5473","11","Bila","bila","was","209"
"5474","11","Bile","bile","were (female)","209"
"5475","11","Bili","bili","were","209"
"5476","11","Bilo","bilo","(it) was","209"
"5477","11","Bio","bio","(he) was","209"
"5478","11","Biti","biti","to be","209"
"5479","11","Bude","bude","(he) is gonna/going to","209"
"5480","11","Budem","budem","(I) am gonna/going to","209"
"5481","11","Budemo","budemo","(we) are gonna/going to","209"
"5482","11","Bude_s","budeš","(you) are gonna/going to","209"
"5483","11","Budi","budi","be!","209"
"5484","11","Budu","budu","(they) are gonna/going to","209"
"5485","11","AEe","će","(he) will be","209"
"5486","11","AEemo","ćemo","(we) will be","209"
"5487","11","AEe_s","ćeš","(you) will be","209"
"5488","11","AEu","ću","(I) will","209"
"5489","11","HoAEe","hoće","(he/she) wanna/wants to","209"
"5490","11","HoAEemo","hoćemo","(we) wanna/want to ","209"
"5491","11","HoAEe_s","hoćeš","(you) wanna/want to","209"
"5492","11","HoAEu","hoću","(I) wanna/want to","209"
"5493","11","Je","je","is","209"
"5494","11","Jesam","jesam","am","209"
"5495","11","Jesi","jesi","(you) are","209"
"5496","11","Jesmo","jesmo","(we) are","209"
"5497","11","Jesu","jesu","(they) are","209"
"5498","11","Mogao","mogao","(he) could","209"
"5499","11","Mogla","mogla","(she) could","209"
"5500","11","Mogle","mogle","(they/females) could","209"
"5501","11","Mogli","mogli","(they) could","209"
"5502","11","Moguoni","mogu (oni)","(they) can","209"
"5503","11","Mora","mora","(he/she) must","209"
"5504","11","Mo_ze","može","(he/she) can","209"
"5505","11","Mo_zemo","možemo","(we) can","209"
"5506","11","Mo_ze_s","možeš","(you) can","209"
"5507","11","NeAEe","neće","(he/she) doesn`t want","209"
"5508","11","NeAEemo","nećemo","(we) don`t want","209"
"5509","11","NeAEe_s","nećeš","(you) don`t want","209"
"5510","11","NeAEu","neću","(I) don`t want","209"
"5511","11","Nije","nije","(he/she) is not","209"
"5512","11","Nisam","nisam","(I) am not","209"
"5513","11","Nisi","nisi","(you) are not","209"
"5514","11","Nismo","nismo","(we) are not","209"
"5515","11","Nisu","nisu","(they) are not","209"
"5516","11","Sam","sam","am","209"
"5517","11","Si","si","(you) are","209"
"5518","11","Smijem","may","(I) may","209"
"5519","11","Smo","smo","(we) are","209"
"5520","11","Su","su","(they) are","209"
"5521","11","Treba","treba","should","209"
"5522","11","Ako","ako","if","210"
"5523","11","Ali","ali","but","210"
"5524","11","I","i","and","210"
"5525","11","Jer","jer","because","210"
"5526","11","Onda","onda","then","210"
"5527","11","Tako","tako","so","210"
"5528","12","Krokodil","Krokodil","crocodile","211"
"5529","12","Tier","Tier","animal","211"
"5530","12","Ameise","Ameise","ant","211"
"5531","12","Baer","Bär","bear","211"
"5532","12","Giraffe","Giraffe","giraffe","211"
"5533","12","Schaf","Schaf","sheep","211"
"5534","12","Hase","Hase","bunny","211"
"5535","12","Schmetterling","Schmetterling","butterfly","211"
"5536","12","Schildkroete","Schildkröte","turtle","211"
"5537","12","Wolf","Wolf","wolf","211"
"5538","12","Zebra","Zebra","zebra","211"
"5539","12","Eule","Eule","owl","211"
"5540","12","Ente","Ente","duck","211"
"5541","12","Nilpferd","Nilpferd","hippopothamus","211"
"5542","12","Spinne","Spinne","spider","211"
"5543","12","Elefant","Elefant","elephant","211"
"5544","12","Fischsaid","Fisch","fish","211"
"5545","12","Frosch","Frosch","frog","211"
"5546","12","Vogel","Vogel","bird","211"
"5547","12","Huhn","Huhn","hen","211"
"5548","12","Pferd","Pferd","horse","211"
"5549","12","Tiger","Tiger","tiger","211"
"5550","12","Kueken","Küken","chicken","211"
"5551","12","Kuh","Kuh","cow","211"
"5552","12","Reh","Reh","deer","211"
"5553","12","Hund","Hund","dog","211"
"5554","12","Fliege","Fliege","fly","211"
"5555","12","Igel","Igel","hedgehog","211"
"5556","12","Schlange","Schlange","snake","211"
"5557","12","Fuchs","Fuchs","fox","211"
"5558","12","Pinguin","Pinguin","pengiun","211"
"5559","12","Schwein","Schwein","pig","211"
"5560","12","Pony","Pony","pony","211"
"5561","12","Biene","Biene","bee","211"
"5562","12","Gans","Gans","goose","211"
"5563","12","Eichhoernchen","Eichhörnchen","squirrel","211"
"5564","12","Teddy","Teddy","teddy","211"
"5565","12","Katze","Katze","cat","211"
"5566","12","Loewe","Löwe","lion","211"
"5567","12","Affe","Affe","monkey","211"
"5568","12","Maus","Maus","mouse","211"
"5569","12","Esel","Esel","donkey","211"
"5570","12","Kaefer","Käfer","beetle","211"
"5571","12","Schnecke","Schnecke","snail","211"
"5572","12","Maulwurf","Maulwurf","mole","211"
"5573","12","Flugzeug","Flugzeug","airplane","214"
"5574","12","Fahrrad","Fahrrad","bicycle","214"
"5575","12","Schiff","Schiff","ship","214"
"5576","12","Bus","Bus","bus","214"
"5577","12","Bagger","Bagger","digger","214"
"5578","12","Auto","Auto","car","214"
"5579","12","Feuerwehr","Feuerwehr","firetruck","214"
"5580","12","Hubschrauber","Hubschrauber","helicopter","214"
"5581","12","Motorrad","Motorrad","motocycle","214"
"5582","12","Muellabfuhr","Müllabfuhr","garbage truck","214"
"5583","12","Trecker","Trecker","tractor","214"
"5584","12","Bahn","Bahn","train","214"
"5585","12","Dreirad","Dreirad","tricycle","214"
"5586","12","Lastwagen","Lastwagen","truck","214"
"5587","12","Ball","Ball","ball","215"
"5588","12","Knete","Knete","playdough","215"
"5589","12","Papier","Papier","paper","215"
"5590","12","Buch","Buch","book","215"
"5591","12","Puppenwagen","Puppenwagen","buggy","215"
"5592","12","Stift","Stift","pen","215"
"5593","12","Puppe","Puppe","doll","215"
"5594","12","Spiel","Spiel","game","215"
"5595","12","Geschichte","Geschichte","story","215"
"5596","12","Fussball","Fußball","football","215"
"5597","12","Luftballon","Luftballon","balloon","215"
"5598","12","Geschenk","Geschenk","present","215"
"5599","12","Puzzle","Puzzle","puzzle","215"
"5600","12","Spielzeug","Spielzeug","toy","215"
"5601","12","Apfel","Apfel","apple","216"
"5602","12","Pommes","Pommes","chips","216"
"5603","12","Bohnen","Bohnen","beans","216"
"5604","12","Butter","Butter","butter","216"
"5605","12","Pudding","Pudding","pudding","216"
"5606","12","Muesli","Müsli","muesli","216"
"5607","12","Saft","Saft","juice","216"
"5608","12","Fleisch","Fleisch","meat","216"
"5609","12","Suppe","Suppe","soup","216"
"5610","12","Nudeln","Nudeln","noodles","216"
"5611","12","Orangesaid","Orange/Apfelsine","orange","216"
"5612","12","Broetchen","Brötchen","breadroll","216"
"5613","12","Pfannkuchen","Pfannkuchen","pancake","216"
"5614","12","Fisch2","Fisch","fish","216"
"5615","12","Spaghetti","Spaghetti","spaghetti","216"
"5616","12","Essensaid","Essen","meal","216"
"5617","12","Banane","Banane","banana","216"
"5618","12","Kartoffeln","Kartoffeln","potatoes","216"
"5619","12","Kuchen","Kuchen","cake","216"
"5620","12","Bonbon","Bonbon","candy","216"
"5621","12","Tee","Tee","tea","216"
"5622","12","Butterbrot","Butterbrot","sandwich","216"
"5623","12","Sosse","Soße","sauce","216"
"5624","12","Schokolade","Schokolade","chocolate","216"
"5625","12","Kaffee","Kaffee","coffee","216"
"5626","12","Erdbeere","Erdbeere","strawberry","216"
"5627","12","Toast","Toast","toast","216"
"5628","12","Wasser","Wasser","water","216"
"5629","12","Joghurt","Joghurt","yoghurt","216"
"5630","12","Marmelade","Marmelade","jam","216"
"5631","12","Pizza","Pizza","pizza","216"
"5632","12","Weintrauben","Weintrauben","grapes","216"
"5633","12","Brot","Brot","bread","216"
"5634","12","Eis","Eis","ice","216"
"5635","12","Moehre","Möhre","carrot","216"
"5636","12","Salz","Salz","salt","216"
"5637","12","Kaese","Käse","cheese","216"
"5638","12","Zucker","Zucker","sugar","216"
"5639","12","Melone","Melone","melon","216"
"5640","12","Milch","Milch","milk","216"
"5641","12","Keks","Keks","cookie","216"
"5642","12","Nuesse","Nüsse","nuts","216"
"5643","12","Honig","Honig","honey","216"
"5644","12","Zwieback","Zwieback","rusk","216"
"5645","12","Eier","Eier","eggs","216"
"5646","12","Bier","Bier","beer","216"
"5647","12","Gummibaerchen","Gummibärchen","fruit gum","216"
"5648","12","Spinat","Spinat","spinach","216"
"5649","12","Birne","Birne","pear","216"
"5650","12","Kakao","Kakao","caocao","216"
"5651","12","Tomate","Tomate","tomato","216"
"5652","12","Fischstaebchen","Fischstäbchen","fish fingers","216"
"5653","12","Nachtisch","Nachtisch","desert","216"
"5654","12","Wurst","Wurst","sausage","216"
"5655","12","Jacke","Jacke","jacket","217"
"5656","12","Stiefel","Stiefel","boot","217"
"5657","12","Pullover","Pullover","sweater","217"
"5658","12","Strumpfhose","Strumpfhose","tights","217"
"5659","12","Unterhose","Unterhose","underpants","217"
"5660","12","Handschuhe","Handschuhe","gloves","217"
"5661","12","Muetze","Mütze","cap","217"
"5662","12","Hausschuhe","Hausschuhe","slipper","217"
"5663","12","Laetzchen","Lätzchen","bib","217"
"5664","12","Socken","Socken","sock","217"
"5665","12","Mantel","Mantel","coat","217"
"5666","12","Windel","Windel","diaper","217"
"5667","12","Kleid","Kleid","dress","217"
"5668","12","Schuh","Schuh","shoe","217"
"5669","12","Schneeanzug","Schneeanzug","snowsuit","217"
"5670","12","Jeans","Jeans","jeans","217"
"5671","12","Hose","Hose","pants","217"
"5672","12","Schal","Schal","scarf","217"
"5673","12","Hemd","Hemd","shirt","217"
"5674","12","Schlafanzug","Schlafanzug","pyjamas","217"
"5675","12","Tshirt","Tshirt","tshirt","217"
"5676","12","Fuesse","Füße","feet","218"
"5677","12","Finger","Finger","finger","218"
"5678","12","Haare","Haare","hair","218"
"5679","12","Schulter","Schulter","shoulder","218"
"5680","12","Zahn","Zahn","tooth","218"
"5681","12","Zeh","Zeh","toe","218"
"5682","12","Auge","Auge","eye","218"
"5683","12","Gesicht","Gesicht","face","218"
"5684","12","Bein","Bein","leg","218"
"5685","12","Nase","Nase","nose","218"
"5686","12","Penis","Penis","penis","218"
"5687","12","Bauchnabel","Bauchnabel","belly button","218"
"5688","12","Wange","Wange","cheek","218"
"5689","12","Kinn","Kinn","chin","218"
"5690","12","Ohr","Ohr","ear","218"
"5691","12","Lippen","Lippen","lips","218"
"5692","12","Mund","Mund","mouth","218"
"5693","12","Armsaid","Arm","arm","218"
"5694","12","Popo","Popo","bottom","218"
"5695","12","Hand","Hand","hand","218"
"5696","12","Kopf","Kopf","head","218"
"5697","12","Knie","Knie","knee","218"
"5698","12","Zunge","Zunge","tongue","218"
"5699","12","Bauch","Bauch","belly","218"
"5700","12","Scheide","Scheide","vagina","218"
"5701","12","Korb","Korb","basket","219"
"5702","12","Decke","Decke","blanket","219"
"5703","12","Radio","Radio","radio","219"
"5704","12","Schluessel","Schlüssel","key","219"
"5705","12","Messer","Messer","knife","219"
"5706","12","Lampe","Lampe","lamp","219"
"5707","12","Licht","Licht","light","219"
"5708","12","Telefon","Telefon","telephone","219"
"5709","12","Zahnbuerste","Zahnbürste","tootbrush","219"
"5710","12","Handtuch","Handtuch","towel","219"
"5711","12","Muell","Müll","garbage","219"
"5712","12","Tablett","Tablett","tray","219"
"5713","12","Becher","Becher","mug","219"
"5714","12","Topf","Topf","pot","219"
"5715","12","Bild","Bild","picture","219"
"5716","12","Pflanze","Pflanze","plant","219"
"5717","12","Glas","Glas","glass","219"
"5718","12","Hammer","Hammer","hammer","219"
"5719","12","Schere","Schere","scissors","219"
"5720","12","Seife","Seife","soap","219"
"5721","12","Loeffel","Löffel","spoon","219"
"5722","12","Medizin","Medizin","medicine","219"
"5723","12","Kamera","Kamera","camera","219"
"5724","12","Uhr","Uhr","clock","219"
"5725","12","Kamm","Kamm","comb","219"
"5726","12","Tasse","Tasse","cup","219"
"5727","12","Deckel","Deckel","lid","219"
"5728","12","Waschpulver","Waschpulver","washing powder","219"
"5729","12","Staubsauger","Staubsauger","vacuum","219"
"5730","12","Teller","Teller","plate","219"
"5731","12","Flasche","Flasche","bottle","219"
"5732","12","Dose","Dose","box","219"
"5733","12","Schuessel","Schüssel","bowl","219"
"5734","12","Besen","Besen","broom","219"
"5735","12","Buerste","Bürste","brush","219"
"5736","12","Eimer","Eimer","bucket","219"
"5737","12","Nagel","Nagel","nail","219"
"5738","12","Serviette","Serviette","napkin","219"
"5739","12","Gabel","Gabel","fork","219"
"5740","12","Kissen","Kissen","cushion","219"
"5741","12","Muelleimer","Mülleimer","dustbin","219"
"5742","12","Zahnpasta","Zahnpasta","toothpaste","219"
"5743","12","Schublade","Schublade","drawer","220"
"5744","12","Badewanne","Badewanne","bathtub","220"
"5745","12","Bett","Bett","bed","220"
"5746","12","Kueche","Küche","kitchen","220"
"5747","12","Bank","Bank","bench","220"
"5748","12","Stuhl","Stuhl","chair","220"
"5749","12","Terasse","Terasse","terasse","220"
"5750","12","Klo","Klo/Toilette","toilet","220"
"5751","12","Kuehlschrank","Kühlschrank","refrigerator","220"
"5752","12","Badezimmer","Badezimmer","bathroom","220"
"5753","12","Garage","Garage","garage","220"
"5754","12","Schlafzimmer","Schlafzimmer","bedroom","220"
"5755","12","Wohnzimmer","Wohnzimmer","living room","220"
"5756","12","Herd","Herd","oven","220"
"5757","12","Tisch","Tisch","table","220"
"5758","12","Fernseher","Fernseher","television","220"
"5759","12","Waschmaschine","Waschmaschine","washing machine","220"
"5760","12","Fenster","Fenster","window","220"
"5761","12","Zimmer","Zimmer","room","220"
"5762","12","Dusche","Dusche","shower","220"
"5763","12","Spuele","Spüle","sink","220"
"5764","12","Sofa","Sofa","sofa","220"
"5765","12","Treppe","Treppe","stairs","220"
"5766","12","Heizung","Heizung","heating","220"
"5767","12","Sessel","Sessel","armchair","220"
"5768","12","Tuer","Tür","door","220"
"5769","12","Sterne","Sterne","stars","221"
"5770","12","Wolke","Wolke","cloud","221"
"5771","12","Fahne","Fahne","flag","221"
"5772","12","Sandkasten","Sandkasten","sandpit","221"
"5773","12","Schaufel","Schaufel","shovel","221"
"5774","12","Himmel","Himmel","sky","221"
"5775","12","Rutsche","Rutsche","slide","221"
"5776","12","Schnee","Schnee","snow","221"
"5777","12","Schneemann","Schneemann","snowman","221"
"5778","12","Regen","Regen","rain","221"
"5779","12","Stein","Stein","stone","221"
"5780","12","Dach","Dach","roof","221"
"5781","12","Strasse","Straße","street","221"
"5782","12","Sonne","Sonne","sun","221"
"5783","12","Schaukel","Schaukel","swing","221"
"5784","12","Baum","Baum","tree","221"
"5785","12","Bahnhof","Bahnhof","station","221"
"5786","12","Wind","Wind","wind","221"
"5787","12","Teich","Teich","pond","221"
"5788","12","Autobahn","Autobahn","motorway","221"
"5789","12","Hof","Hof","yard","221"
"5790","12","Stock","Stock","stick","221"
"5791","12","Blume","Blume","flower","221"
"5792","12","Garten","Garten","garden","221"
"5793","12","Gras","Gras","grass","221"
"5794","12","Schlauch","Schlauch","hose","221"
"5795","12","Leiter","Leiter","ladder","221"
"5796","12","Rasenmaeher","Rasenmäher","lawnmower","221"
"5797","12","Mond","Mond","moon","221"
"5798","12","Strand","Strand","beach","222"
"5799","12","Kirche","Kirche","church","222"
"5800","12","Zirkus","Zirkus","circus","222"
"5801","12","Land","Land","country","222"
"5802","12","Feier","Feier","party","222"
"5803","12","Picknick","Picknick","picnic","222"
"5804","12","nachHause","nach Hause","home","222"
"5805","12","Kindergarten","Kindergarten","kindergarden","222"
"5806","12","Kino","Kino","cinema","222"
"5807","12","nachdraussen","nach draußen","outside","222"
"5808","12","Park","Park","park","222"
"5809","12","Zoo","Zoo","zoo","222"
"5810","12","Tankstelle","Tankstelle","petrol station","222"
"5811","12","Spielplatz","Spielplatz","playground","222"
"5812","12","Schule","Schule","school","222"
"5813","12","Supermarkt","Supermarkt","supermarket","222"
"5814","12","Wald","Wald","forest","222"
"5815","12","Arbeit","Arbeit","work","222"
"5816","12","Stadt","Stadt","town","222"
"5817","12","Bauernhof","Bauernhof","farm","222"
"5818","12","Tante","Tante","aunt","223"
"5819","12","eigenerName","eigener Name","own name","223"
"5820","12","Freund","Freund","friend","223"
"5821","12","Junge","Junge","boy","223"
"5822","12","Bruder","Bruder","brother","223"
"5823","12","Polizei","Polizei","police","223"
"5824","12","Brieftraeger","Briefträger","postman","223"
"5825","12","Onkel","Onkel","uncle","223"
"5826","12","Arzt","Arzt","doctor","223"
"5827","12","Feuerwehrmann","Feuerwehrmann","fireworker","223"
"5828","12","Krankenschwester","Krankenschwester","nurse","223"
"5829","12","Oma","Oma","grandma","223"
"5830","12","NamevonHaustier","Name von Haustier","name of pet","223"
"5831","12","Kind","Kind","child","223"
"5832","12","Schwester","Schwester","sister","223"
"5833","12","Papa","Papa","daddy","223"
"5834","12","Baby","Baby","baby","223"
"5835","12","Mensch","Mensch","human","223"
"5836","12","Maedchen","Mädchen","girl","223"
"5837","12","Opa","Opa","grandpa","223"
"5838","12","Frau","Frau","woman","223"
"5839","12","Clown","Clown","clown","223"
