itemID,item,type,choices,category,definition,complexity_category,gloss,uni_lemma
item_1,NA,word,understands; produces,sounds,ach,NA,oh,oh
item_682,NA,complexity,1; 2; 3; 4,NA,keď sa pýta na meno veci: 1) dieťa sa opýta to/toto/čo? a ukazuje na predmet 2) čo je?/čo to je? 3) pozri sa čo to je? 4) čo pije vtáčik/žirafka?,NA,when he asks to name things: 1) a child asks this / that / what? and shows the subject 2) What is it? / What is it? 3) Let's see what it is? 4) the drinking bird / giraffe?,NA
item_683,NA,complexity,1; 2; 3; 4,NA,keď sa pýta na meno veci: 1) dieťa sa opýta to/toto/čo? a ukazuje na predmet 2)čo je?/čo to je? 3) pozri sa čo to je? 4) čo pije vtáčik/žirafka?,NA,NA,NA
item_684,NA,complexity,1; 2; 3; 4,NA,keď pomenúva miesto: 1) tam/tu 2) tam/tu je maco 3) tam/tu je malý maco 4) tu je taký veľký maco aj tu je,NA,when naming the place: 1) there / here 2) there / here is Maco 3) there / there is little Maco 4) here is so big and there is Maco,NA
item_685,NA,complexity,1; 2; 3; 4,NA,keď hovorí o situácii: 1) varí 2) varí polievočku 3) mama varí zeleninovú polievočku 4),NA,when speaking about the situation: 1) Variable 2) cooks polievočku 3) mama cooked vegetable polievočku 4) mama cooked and then we Papay,NA
item_686,NA,complexity,1; 2; 3; 4,NA,keď konštatuje so záporom: 1) maco nie 2) tu nie je maco 3) tu nie je malý maco (ale) tu je kocka 4) tu nie je malý maco / lebo je preč,NA,when states with negative: 1) Maco No 2) There is Maco 3) There is a small Maco (but) there is a cube 4) There is a small Maco / for it is gone,NA
item_687,NA,complexity,1; 2; 3; 4,NA,keď chce piť: 1) dieťa povie daj a ukáže na vodu vo fľaši/v pohári 2) daj vodu 3) mama daj mi vodu (prosim) 4) maminka prosím si vodu (džús / čajík) / lebo som smädný,NA,if he wants to drink: 1) “Give /” the child says / pointing to the water in the bottle / glass of 2) Give water 3) mama give me water (please) 4) Mom / please get water (juice / čajík) / because I'm thirsty,NA
item_688,NA,use_items,yes; no,NA,Predstiera Vaše dieťa / že prelieva tekutinu z jednej nádoby do druhej (a nádoby sú prázdne)?,NA,Your child pretends to pour liquid from one empty container to another,NA
item_689,NA,use_items,yes; no,NA,Predstiera Vaše dieťa / že mieša lyžičkou alebo pije z pohára bez použitia predmetov?,NA,Your child pretends to stir a drink from a cup.,NA
item_690,NA,use_items,yes; no,NA,Predstiera Vaše dieťa v hre / že kŕmi macka jablkom a pritom používa kocku / alebo dáva bábe pod pazuchu teplomer a pritom používa ceruzku?,NA,Your child pretends to play mom / feeding an apple while using a cube / or gives a baby thermometer under his arm while using a pen?,NA
item_691,NA,use_items,yes; no,NA,Pomenúva Vaše dieťa takéto predstierania?,NA,Naming your child is such a pretense?,NA
