"","expr","type","time","n"
"1290","SpanishWG","remote",2.403639628,778
"1291","NorwegianWS","remote",113.275216111,12969
"1292","NorwegianWS","remote",63.204303446,12969
"1293","NorwegianWS","remote",122.417763462,12969
"1294","NorwegianWS","remote",127.511802824,12969
"1295","NorwegianWS","remote",152.167026949,12969
"1296","NorwegianWS","remote",173.442648418,12969
"1297","NorwegianWS","remote",158.445589812,12969
"1298","NorwegianWS","remote",106.857991584,12969
"1299","NorwegianWS","remote",98.514393059,12969
"1300","NorwegianWS","remote",173.606154978,12969
"1301","SpanishWG","remote",1.363615607,778
"1302","SpanishWG","remote",4.305980744,778
"1303","SpanishWG","remote",2.238822442,778
"1304","SpanishWG","remote",13.717633918,778
"1305","SpanishWG","remote",5.45536987,778
"1306","SpanishWG","remote",9.29318502,778
"1307","SpanishWG","remote",19.720429202,778
"1308","SpanishWG","remote",6.110446538,778
"1309","SpanishWG","remote",4.220841824,778
"1310","SpanishWG","remote",2.403639628,778
"1311","DanishWS","remote",23.655509969,3714
"1312","DanishWS","remote",17.515733987,3714
"1313","DanishWS","remote",27.844310782,3714
"1314","DanishWS","remote",28.872134308,3714
"1315","DanishWS","remote",21.628211389,3714
"1316","DanishWS","remote",26.958449588,3714
"1317","DanishWS","remote",27.892237112,3714
"1318","DanishWS","remote",32.785324422,3714
"1319","DanishWS","remote",45.348711525,3714
"1320","DanishWS","remote",18.520056712,3714
"1321","EnglishWS","remote",20.140051996,5825
"1322","EnglishWS","remote",31.524283997,5825
"1323","EnglishWS","remote",56.242270536,5825
"1324","EnglishWS","remote",48.162606735,5825
"1325","EnglishWS","remote",32.591115479,5825
"1326","EnglishWS","remote",66.559140282,5825
"1327","EnglishWS","remote",30.642016542,5825
"1328","EnglishWS","remote",37.380647271,5825
"1329","EnglishWS","remote",43.845304161,5825
"1330","EnglishWS","remote",18.312400723,5825
"1331","SpanishWS","remote",5.079719323,1094
"1332","SpanishWS","remote",9.892356346,1094
"1333","SpanishWS","remote",13.004146354,1094
"1334","SpanishWS","remote",29.168877016,1094
"1335","SpanishWS","remote",17.8518634,1094
"1336","SpanishWS","remote",37.809360154,1094
"1337","SpanishWS","remote",9.064079051,1094
"1338","SpanishWS","remote",12.944887896,1094
"1339","SpanishWS","remote",15.847205551,1094
"1340","SpanishWS","remote",11.165095324,1094
"1341","EnglishWS","remote",20.140051996,5825
"1342","EnglishWS","remote",31.524283997,5825
"1343","EnglishWS","remote",56.242270536,5825
"1344","EnglishWS","remote",48.162606735,5825
"1345","EnglishWS","remote",32.591115479,5825
"1346","EnglishWS","remote",66.559140282,5825
"1347","EnglishWS","remote",30.642016542,5825
"1348","EnglishWS","remote",37.380647271,5825
"1349","EnglishWS","remote",43.845304161,5825
"1350","EnglishWS","remote",18.312400723,5825
"1351","SpanishWG","remote",1.363615607,778
"1352","SpanishWG","remote",4.305980744,778
"1353","SpanishWG","remote",2.238822442,778
"1354","SpanishWG","remote",13.717633918,778
"1355","SpanishWG","remote",5.45536987,778
"1356","SpanishWG","remote",9.29318502,778
"1357","SpanishWG","remote",19.720429202,778
"1358","SpanishWG","remote",6.110446538,778
"1359","SpanishWG","remote",4.220841824,778
"1360","SpanishWG","remote",2.403639628,778
"1361","NorwegianWS","remote",113.275216111,12969
"1362","NorwegianWS","remote",63.204303446,12969
"1363","NorwegianWS","remote",122.417763462,12969
"1364","NorwegianWS","remote",127.511802824,12969
"1365","NorwegianWS","remote",152.167026949,12969
"1366","NorwegianWS","remote",173.442648418,12969
"1367","NorwegianWS","remote",158.445589812,12969
"1368","NorwegianWS","remote",106.857991584,12969
"1369","NorwegianWS","remote",98.514393059,12969
"1370","NorwegianWS","remote",173.606154978,12969
"1371","EnglishWG","remote",5.896658286,2416
"1372","EnglishWG","remote",20.427462528,2416
"1373","EnglishWG","remote",27.595186563,2416
"1374","EnglishWG","remote",19.568231786,2416
"1375","EnglishWG","remote",10.04180504,2416
"1376","EnglishWG","remote",22.238954193,2416
"1377","EnglishWG","remote",7.859330695,2416
"1378","EnglishWG","remote",13.714444456,2416
"1379","EnglishWG","remote",18.193656669,2416
"1380","EnglishWG","remote",15.570957753,2416
"1381","EnglishWS","remote",20.140051996,5825
"1382","EnglishWS","remote",31.524283997,5825
"1383","EnglishWS","remote",56.242270536,5825
"1384","EnglishWS","remote",48.162606735,5825
"1385","EnglishWS","remote",32.591115479,5825
"1386","EnglishWS","remote",66.559140282,5825
"1387","EnglishWS","remote",30.642016542,5825
"1388","EnglishWS","remote",37.380647271,5825
"1389","EnglishWS","remote",43.845304161,5825
"1390","EnglishWS","remote",18.312400723,5825
"1391","NorwegianWG","remote",8.875970896,3025
"1392","NorwegianWG","remote",8.765275623,3025
"1393","NorwegianWG","remote",47.399050283,3025
"1394","NorwegianWG","remote",64.890917,3025
"1395","NorwegianWG","remote",23.057944858,3025
"1396","NorwegianWG","remote",8.235719482,3025
"1397","NorwegianWG","remote",7.427605026,3025
"1398","NorwegianWG","remote",33.614633712,3025
"1399","NorwegianWG","remote",44.877702583,3025
"1400","NorwegianWG","remote",18.370812552,3025
